qid,lang,description
Q1439738,de,ehemaliger Automobilhersteller
Q1439738,en,automobile manufacturer
Q1439738,fr,ancien constructeur automobile
Q1439738,uk,виробник автомобілів
Q1440152,de,ehemaliger Automobilhersteller
Q1440152,en,automobile manufacturer
Q1440152,fr,ancien constructeur automobile allemand
Q1440152,uk,виробник автомобілів
Q1445335,de,ehemaliger Automobilhersteller
Q1445335,en,automobile manufacturer
Q1445335,fr,ancien constructeur automobile
Q1445335,uk,виробник автомобілів
Q1445901,de,geisteswissenschaftliche Gastprofessur an der Universität Kassel
Q1445972,de,ehemaliger Automobilhersteller
Q1445972,en,automobile manufacturer
Q1445972,fr,ancien constructeur automobile
Q1445972,uk,виробник автомобілів
Q1451396,de,ehemaliger Automobilhersteller
Q1451396,en,automobile manufacturer
Q1451396,fr,ancien constructeur automobile
Q1451396,uk,виробник автомобілів
Q1451400,de,ehemaliger Automobilhersteller
Q1451400,en,automobile manufacturer
Q1451400,fr,ancien constructeur automobile
Q1451400,uk,виробник автомобілів
Q1452090,de,ehemaliger Automobilhersteller
Q1452090,en,automobile manufacturer
Q1452090,fr,ancien constructeur automobile
Q1452090,uk,виробник автомобілів
Q1452179,de,ehemaliger Automobilhersteller
Q1452179,en,automobile manufacturer
Q1452179,fr,ancien constructeur automobile
Q1452179,uk,виробник автомобілів
Q1453629,de,ehemaliger Automobilhersteller
Q1453629,en,automobile manufacturer
Q1453629,fr,ancien constructeur automobile
Q1453629,uk,виробник автомобілів
Q1455442,en,profession
Q1455626,de,ehemaliger Automobilhersteller
Q1455626,en,automobile manufacturer
Q1455626,fr,ancien constructeur automobile
Q1455626,uk,виробник автомобілів
Q1455884,de,Erziehungsfunktionär in Polytechnischen Oberschulen der DDR
Q1455884,da,titel i DDR
Q1455884,es,funcionario de la Juventud Libre Alemana
Q1455884,ja,自由ドイツ青年団の職位。実科系の中等教育機関に常駐する
Q1456011,de,ehemaliger Automobilhersteller
Q1456011,en,automobile manufacturer
Q1456011,fr,ancien constructeur automobile
Q1456011,uk,виробник автомобілів
Q1457310,de,ehemaliger Automobilhersteller
Q1457310,en,automobile manufacturer
Q1457310,fr,ancien constructeur automobile
Q1457310,uk,виробник автомобілів
Q1458955,de,badischer Beamter
Q1460101,de,Amtsbezeichnung eines Beamten im mittleren Dienst in Deutschland
Q1460436,de,ehemaliger Automobilhersteller
Q1460436,en,automobile manufacturer
Q1460436,fr,ancien constructeur automobile
Q1460436,uk,виробник автомобілів
Q1464981,en,historical motorcycle manufacturer
Q1464981,de,Fahrradfabrik
Q1464981,nl,motorfietsmerk uit Duitsland
Q1466478,de,ehemaliger Automobilhersteller
Q1466478,en,automobile manufacturer
Q1466478,fr,ancien constructeur automobile
Q1466478,uk,виробник автомобілів
Q1467089,en,profession
Q1467089,de,deutscher Beruf
Q1468173,de,ehemaliger Automobilhersteller
Q1468173,en,automobile manufacturer
Q1468173,fr,ancien constructeur automobile
Q1468173,uk,виробник автомобілів
Q1469463,de,ehemaliger Automobilhersteller
Q1469463,en,automobile manufacturer
Q1469463,fr,ancien constructeur automobile
Q1469463,uk,виробник автомобілів
Q1472165,en,historical role of a Catholic priest
Q1472165,nl,functienaam
Q1472165,de,historische Funktion eines katholischen Priesters
Q1473791,de,ehemaliger Automobilhersteller
Q1474343,en,profession
Q1474343,de,ehemaliger Ausbildungsberuf
Q1476359,de,ehemaliger Automobilhersteller
Q1476359,en,automobile manufacturer
Q1476359,fr,ancien constructeur automobile
Q1476359,uk,виробник автомобілів
Q1477419,en,profession
Q1477489,de,Schimpfwort für einen Habenichts oder Taugenichts
Q1478055,de,ehemaliger Automobilhersteller
Q1478055,en,automobile manufacturer
Q1478055,fr,ancien constructeur automobile
Q1478055,uk,виробник автомобілів
Q1478178,de,ehemaliger Automobilhersteller
Q1478178,en,automobile manufacturer
Q1478178,fr,ancien constructeur automobile
Q1478178,uk,виробник автомобілів
Q1478213,de,Ausbildungsberuf
Q1478220,de,ehemaliger Automobilhersteller
Q1478220,en,automobile manufacturer
Q1478220,fr,ancien constructeur automobile
Q1478220,uk,виробник автомобілів
Q1478706,en,profession
Q1481499,de,ehemaliger Automobilhersteller
Q1481499,en,automobile manufacturer
Q1481499,fr,ancien constructeur automobile
Q1481499,uk,виробник автомобілів
Q1483738,de,ehemaliger Automobilhersteller
Q1483738,en,automobile manufacturer
Q1483738,fr,ancien constructeur automobile
Q1483738,uk,виробник автомобілів
Q1484147,de,ehemaliger Automobilhersteller
Q1484147,en,automobile manufacturer
Q1484147,fr,ancien constructeur automobile
Q1484147,uk,виробник автомобілів
Q1484154,de,ehemaliger Automobilhersteller
Q1484154,en,automobile manufacturer
Q1484154,fr,ancien constructeur automobile
Q1484154,uk,виробник автомобілів
Q1484163,de,ehemaliger Automobilhersteller
Q1484163,en,automobile manufacturer
Q1484163,fr,ancien constructeur automobile
Q1484163,uk,виробник автомобілів
Q1484312,de,ehemaliger Automobilhersteller
Q1484312,en,automobile manufacturer
Q1484312,fr,ancien constructeur automobile
Q1484312,uk,виробник автомобілів
Q1484535,de,ehemaliger Automobilhersteller
Q1484535,en,automobile manufacturer
Q1484535,fr,ancien constructeur automobile
Q1484535,uk,виробник автомобілів
Q1485644,de,ehemaliger Automobilhersteller
Q1485644,en,automobile manufacturer
Q1485644,fr,ancien constructeur automobile
Q1485644,uk,виробник автомобілів
Q1486116,de,ehemaliger Automobilhersteller
Q1486116,en,automobile manufacturer
Q1486116,fr,ancien constructeur automobile
Q1486116,uk,виробник автомобілів
Q1486142,de,Automobilhersteller
Q1486142,en,automobile manufacturer
Q1486142,fr,constructeur automobile
Q1486142,uk,виробник автомобілів
Q1489068,de,ehemaliger Automobilhersteller
Q1489068,en,automobile manufacturer
Q1489068,fr,ancien constructeur automobile
Q1489068,uk,виробник автомобілів
Q1489926,de,ehemaliger Automobilhersteller
Q1489926,en,automobile manufacturer
Q1489926,fr,ancien constructeur automobile
Q1489926,uk,виробник автомобілів
Q1490205,en,profession
Q1490205,de,Beruf
Q1491267,de,ehemaliger Automobilhersteller
Q1491267,en,automobile manufacturer
Q1491267,fr,ancien constructeur automobile
Q1491267,uk,виробник автомобілів
Q1491302,de,ehemaliger Automobilhersteller
Q1491302,en,automobile manufacturer
Q1491302,fr,ancien constructeur automobile
Q1491302,uk,виробник автомобілів
Q1492399,de,ehemaliger Automobilhersteller
Q1492399,en,automobile manufacturer
Q1492399,fr,ancien constructeur automobile
Q1492399,uk,виробник автомобілів
Q1492429,de,Beruf
Q1492429,en,profession
Q1492429,fr,profession
Q1492429,it,professione
Q1492470,de,ehemaliger Automobilhersteller
Q1492470,en,automobile manufacturer
Q1492470,fr,ancien constructeur automobile
Q1492470,uk,виробник автомобілів
Q1492802,de,ehemaliger Automobilhersteller
Q1492802,en,automobile manufacturer
Q1492802,fr,ancien constructeur automobile
Q1492802,uk,виробник автомобілів
Q1495191,de,ehemaliger Automobilhersteller
Q1495191,en,automobile manufacturer
Q1495191,fr,ancien constructeur automobile
Q1495191,uk,виробник автомобілів
Q1496033,de,Automobilhersteller
Q1496033,en,automobile manufacturer
Q1496033,fr,constructeur automobile
Q1496033,uk,виробник автомобілів
Q1496318,de,ehemaliger Automobilhersteller
Q1496318,en,automobile manufacturer
Q1496318,fr,ancien constructeur automobile
Q1496318,uk,виробник автомобілів
Q1496557,de,Automobilhersteller
Q1496557,en,automobile manufacturer
Q1496557,fr,constructeur automobile
Q1496557,uk,виробник автомобілів
Q1496959,de,ehemaliger Automobilhersteller
Q1496959,en,automobile manufacturer
Q1496959,fr,ancien constructeur automobile
Q1496959,uk,виробник автомобілів
Q1497212,de,ehemaliger Automobilhersteller
Q1497212,en,automobile manufacturer
Q1497212,fr,ancien constructeur automobile
Q1497212,uk,виробник автомобілів
Q1500437,en,profession
Q1500437,de,Vorsteher in Freikirchen
Q1500899,de,ehemaliger Automobilhersteller
Q1500899,en,automobile manufacturer
Q1500899,fr,ancien constructeur automobile
Q1500899,uk,виробник автомобілів
Q1501639,de,Automobilhersteller
Q1501639,en,automobile manufacturer
Q1501639,fr,constructeur automobile
Q1501639,uk,виробник автомобілів
Q1501640,de,Automobilhersteller
Q1501640,en,automobile manufacturer
Q1501640,fr,constructeur automobile
Q1501640,uk,виробник автомобілів
Q1502127,de,ehemaliger Automobilhersteller
Q1502127,en,automobile manufacturer
Q1502127,fr,ancien constructeur automobile
Q1502127,uk,виробник автомобілів
Q1507621,de,ehemaliger Automobilhersteller
Q1507621,en,automobile manufacturer
Q1507621,fr,ancien constructeur automobile
Q1507621,uk,виробник автомобілів
Q1509093,de,ehemaliger Automobilhersteller
Q1509093,en,automobile manufacturer
Q1509093,fr,ancien constructeur automobile
Q1509093,uk,виробник автомобілів
Q1509661,en,profession
Q1510034,de,ehemaliger Automobilhersteller
Q1510034,en,automobile manufacturer
Q1510034,fr,ancien constructeur automobile
Q1510034,uk,виробник автомобілів
Q1512700,de,ehemaliger Automobilhersteller
Q1512700,en,automobile manufacturer
Q1512700,fr,ancien constructeur automobile
Q1512700,uk,виробник автомобілів
Q1513876,de,Automobilhersteller
Q1513876,en,automobile manufacturer
Q1513876,fr,constructeur automobile
Q1513876,uk,виробник автомобілів
Q1514036,de,ehemaliger Automobilhersteller
Q1514036,en,automobile manufacturer
Q1514036,fr,ancien constructeur automobile
Q1514036,uk,виробник автомобілів
Q1514059,de,vom 17. bis ins 19. Jahrhundert war ein Kondukteur ein Mitarbeiter bzw. Gehilfe bei Vermessungs- und Zeichenarbeiten
Q1515996,de,ehemaliger Ausbildungsberuf
Q1517396,de,ehemaliger Automobilhersteller
Q1517396,en,automobile manufacturer
Q1517396,fr,ancien constructeur automobile
Q1517396,uk,виробник автомобілів
Q1517520,de,ehemaliger Automobilhersteller
Q1517520,en,automobile manufacturer
Q1517520,fr,ancien constructeur automobile
Q1517520,uk,виробник автомобілів
Q1517741,de,"Person, die schreibtechnische Fächer unterrichtet"
Q1517927,de,ehemaliger Automobilhersteller
Q1517927,en,automobile manufacturer
Q1517927,fr,ancien constructeur automobile
Q1517927,uk,виробник автомобілів
Q1519219,de,vertraglich gebundenes Haus- und Hofpersonal
Q1520349,en,profession
Q1520629,de,ehemaliger Automobilhersteller
Q1520629,en,automobile manufacturer
Q1520629,fr,ancien constructeur automobile
Q1520629,uk,виробник автомобілів
Q1521016,de,Automobilhersteller
Q1521016,en,automobile manufacturer
Q1521016,fr,constructeur automobile
Q1521016,uk,виробник автомобілів
Q1521843,de,ehemaliger Automobilhersteller
Q1521843,en,automobile manufacturer
Q1521843,fr,ancien constructeur automobile
Q1521843,uk,виробник автомобілів
Q1522162,de,ehemaliger Automobilhersteller
Q1522162,en,automobile manufacturer
Q1522162,fr,ancien constructeur automobile
Q1522162,uk,виробник автомобілів
Q1523339,de,ehemaliger Automobilhersteller
Q1523339,en,automobile manufacturer
Q1523339,fr,ancien constructeur automobile
Q1523339,uk,виробник автомобілів
Q1524027,de,ehemaliger Automobilhersteller
Q1524027,en,automobile manufacturer
Q1524027,fr,ancien constructeur automobile
Q1524027,uk,виробник автомобілів
Q1524182,de,ehemaliger Automobilhersteller
Q1524182,en,automobile manufacturer
Q1524182,fr,ancien constructeur automobile
Q1524182,uk,виробник автомобілів
Q1524781,de,ehemaliger Automobilhersteller
Q1524781,en,automobile manufacturer
Q1524781,fr,ancien constructeur automobile
Q1524781,uk,виробник автомобілів
Q1528665,de,ehemaliger Automobilhersteller
Q1528665,en,automobile manufacturer
Q1528665,fr,ancien constructeur automobile
Q1528665,uk,виробник автомобілів
Q1528745,de,ehemaliger Automobilhersteller
Q1528745,en,automobile manufacturer
Q1528745,fr,ancien constructeur automobile
Q1528745,uk,виробник автомобілів
Q1529777,de,ehemaliger Automobilhersteller
Q1529777,en,automobile manufacturer
Q1529777,fr,ancien constructeur automobile
Q1529777,uk,виробник автомобілів
Q1529987,de,ehemaliger Automobilhersteller
Q1529987,en,automobile manufacturer
Q1529987,fr,ancien constructeur automobile
Q1529987,uk,виробник автомобілів
Q1530055,en,profession
Q1530055,de,Ehemalige Handwerksberuf im Bergbau
Q1531917,en,profession
Q1532555,de,Weinberuf
Q1532555,en,job
Q1532839,de,Oboenbläser und Offiziersdienstrang
Q1532839,fr,instrumentiste militaire
Q1533951,en,profession
Q1533951,de,Berufsbezeichnung
Q1534511,de,ehemaliger Automobilhersteller
Q1534511,en,automobile manufacturer
Q1534511,fr,ancien constructeur automobile
Q1534511,uk,виробник автомобілів
Q1537835,de,ehemaliger Automobilhersteller
